time_s,fuel_power_engine1_kw,fuel_power_engine2_kw,fuel_power_engine3_kw,battery_power_kw,electric_load_kw,propeller_power_kw
2766.18,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2776.2,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2786.23,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2796.25,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2806.27,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2816.29,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2826.32,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2836.34,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2846.36,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2856.38,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2866.41,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2876.43,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2886.45,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2896.47,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2906.5,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2916.52,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2926.54,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2936.56,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2946.59,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2956.61,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2966.63,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2976.65,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2986.68,7110.0,7110.0,2680.0,0.73,100.0,3160.0
2996.7,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3006.72,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3016.74,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3026.76,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3036.79,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3046.81,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3056.83,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3066.85,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3076.88,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3086.9,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3096.92,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3106.94,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3116.97,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3126.99,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3137.01,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3147.03,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3157.06,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3167.08,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3177.1,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3187.12,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3197.15,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3207.17,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3217.19,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3227.21,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3237.24,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3247.26,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3257.28,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3267.3,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3277.32,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3287.35,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3297.37,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3307.39,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3317.41,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3327.44,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3337.46,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3347.48,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3357.5,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3367.53,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3377.55,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3387.57,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3397.59,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3407.62,7110.0,7110.0,2680.0,0.73,100.0,3160.0
3417.64,7110.0,7110.0,2680.0,0.73,100.0,3160.0
